Customer ID,Tenure,Geography ID,Completed tutorial,Subscription ID,Role,Company ID,Rating,Theme,Original Score
10010825,4.0,3,no,2,1,2,High,security,9
10010826,8.0,3,no,2,1,3,High,other,9
10010827,10.0,3,no,1,1,2,High,price,6
10010828,9.0,1,no,2,1,2,High,reliability,9
10010829,11.0,4,no,2,1,1,High,support,8
10010830,3.0,1,yes,2,1,2,High,services,10
10010831,14.0,2,no,2,1,2,High,design,6
10010832,7.0,2,yes,2,1,1,High,speed,9
10010833,13.0,1,yes,2,1,3,High,price,8
10010834,0.0,1,no,2,1,2,High,reliability,6
10010835,26.0,1,no,2,1,2,High,speed,6
10010836,24.0,4,no,2,1,1,High,price,9
10010837,9.0,1,no,2,1,1,High,design,9
10010838,6.0,1,yes,2,1,2,High,reliability,7
10010839,16.0,1,yes,2,1,3,High,price,7
10010840,4.0,4,no,2,1,1,High,price,8
10010841,17.0,2,no,2,1,2,High,support,10
10010842,10.0,3,no,2,1,2,High,navigation,8
10010843,12.0,2,no,2,1,2,High,speed,6
10010844,17.0,1,yes,2,1,2,High,price,7
10010845,43.0,2,no,2,1,2,High,security,6
10010846,4.0,4,no,2,1,2,High,price,9
10010847,18.0,1,no,2,1,2,High,reliability,7
10010848,11.0,1,no,2,1,2,High,services,7
10010849,28.0,1,no,2,1,2,High,features,9
10010850,12.0,2,no,2,1,2,High,speed,10
10010851,28.0,1,no,2,1,1,High,services,6
10010852,10.0,1,yes,2,1,3,High,services,7
10010853,3.0,4,no,2,1,2,High,governance,7
10010854,29.0,1,no,2,1,2,High,other,6
10010855,4.0,3,yes,2,1,2,High,price,6
10010856,5.0,2,no,2,1,1,High,features,8
10010857,27.0,3,no,1,1,3,High,security,6
10010858,21.0,1,no,2,1,3,High,other,10
10010859,15.0,1,no,2,1,2,High,features,10
10010860,19.0,2,no,2,1,2,High,speed,10
10010861,19.0,1,no,2,1,2,High,features,6
10010862,1.0,1,no,2,1,2,High,reliability,6
10010863,47.0,2,no,2,1,2,High,speed,8
10010864,16.0,4,no,2,1,2,High,governance,8
10010865,52.0,1,no,2,1,1,High,reliability,8
10010866,11.0,2,yes,2,1,3,High,speed,6
10010867,24.0,4,no,2,1,1,High,usability,10
10010868,16.0,1,no,2,1,2,High,price,10
10010869,2.0,1,yes,1,1,3,High,services,8
10010870,28.0,1,no,2,1,2,High,features,6
10010871,10.0,3,no,2,1,3,High,security,8
10010872,1.0,3,no,2,1,2,High,security,9
10010873,9.0,1,yes,1,1,1,High,price,8
10010874,3.0,2,no,2,1,2,High,design,6
10010875,8.0,1,no,2,1,1,High,price,9
10010876,21.0,1,yes,2,1,2,High,features,10
10010877,10.0,4,yes,2,1,2,High,features,10
10010878,19.0,2,yes,1,1,2,High,features,6
10010879,23.0,1,yes,1,1,2,High,services,8
10010880,19.0,1,yes,2,1,2,High,services,6
10010881,16.0,3,no,2,1,2,High,price,7
10010882,20.0,1,no,2,1,2,High,design,6
10010883,29.0,2,no,2,1,2,High,features,6
10010884,5.0,3,yes,2,1,2,High,price,8
10010885,0.0,1,yes,2,1,3,High,services,6
10010886,17.0,1,no,2,1,2,High,reliability,7
10010887,4.0,4,yes,2,1,2,High,price,7
10010888,21.0,3,yes,2,1,2,High,price,6
10010889,26.0,1,no,2,1,1,High,reliability,8
10010890,12.0,3,no,2,1,2,High,price,9
10010891,27.0,2,no,2,1,2,High,features,8
10010892,9.0,1,no,2,1,1,High,price,9
10010893,1.0,2,no,2,1,2,High,speed,10
10010894,8.0,1,no,2,1,1,High,price,7
10010895,29.0,3,no,2,1,2,High,security,10
10010896,26.0,1,no,2,1,2,High,security,10
10010897,42.0,1,no,2,1,2,High,speed,9
10010898,7.0,3,yes,2,1,3,High,services,9
10010899,52.0,3,no,2,1,2,High,design,10
10010900,18.0,1,no,2,1,2,High,support,10
10010901,15.0,2,no,2,1,2,High,speed,8
10010902,24.0,4,no,2,1,3,High,price,9
10010903,25.0,1,yes,2,1,2,High,navigation,6
10010904,45.0,3,no,2,1,2,High,security,6
10010905,12.0,3,yes,2,1,1,High,price,9
10010906,23.0,3,no,2,1,3,High,other,9
10010907,14.0,1,yes,2,1,1,High,services,10
10010908,12.0,1,no,2,1,3,High,features,9
10010909,24.0,3,no,2,1,3,High,other,7
10010910,10.0,3,no,2,1,2,High,price,7
10010911,15.0,2,no,2,1,3,High,speed,6
10010912,24.0,1,no,2,1,1,High,price,6
10010913,4.0,1,no,2,1,2,High,services,8
10010914,28.0,4,no,2,1,3,High,governance,10
10010915,23.0,3,no,2,1,2,High,price,10
10010916,16.0,2,yes,2,1,1,High,price,9
10010917,13.0,3,no,2,1,2,High,other,8
10010918,5.0,4,no,1,1,2,High,price,9
10010919,19.0,2,yes,1,1,1,High,features,9
10010920,8.0,1,yes,2,1,2,High,features,9
10010921,5.0,3,no,2,1,2,High,security,9
10010922,26.0,3,no,2,1,2,High,price,9
10010923,5.0,3,no,2,1,1,High,other,9
10010924,14.0,3,yes,1,1,2,High,design,9
10010925,25.0,1,no,2,1,2,High,services,9
10010926,21.0,4,no,2,1,2,High,governance,6
10010927,22.0,2,yes,1,1,2,High,speed,7
10010928,19.0,3,yes,2,1,2,High,price,9
10010929,20.0,3,no,2,1,2,High,other,8
10010930,17.0,1,no,2,1,2,High,services,6
10010931,2.0,1,no,1,1,3,High,services,9
10010932,24.0,1,yes,2,1,1,High,reliability,7
10010933,19.0,4,no,2,1,2,High,price,7
10010934,19.0,3,yes,2,1,2,High,price,8
10010935,26.0,3,no,1,1,2,High,services,9
10010936,29.0,3,no,2,1,1,High,price,7
10010937,11.0,1,no,2,1,2,High,reliability,7
10010938,28.0,3,no,2,1,3,High,other,6
10010939,3.0,1,yes,2,1,2,High,reliability,9
10010940,11.0,1,no,2,1,2,High,price,8
10010941,9.0,1,no,1,1,2,High,price,8
10010942,24.0,1,no,2,1,2,High,reliability,10
10010943,20.0,1,yes,2,1,2,High,price,6
10010944,58.0,3,no,2,1,2,High,design,9
10010945,11.0,3,no,2,1,2,High,governance,8
10010946,13.0,1,no,2,1,2,High,price,6
10010947,21.0,3,no,2,1,2,High,price,9
10010948,21.0,1,no,2,1,2,High,price,7
10010949,13.0,1,no,2,1,1,High,reliability,10
10010950,2.0,1,no,2,1,2,High,features,6
10010951,14.0,3,no,2,1,2,High,price,8
10010952,29.0,1,no,1,1,2,High,services,7
10010953,7.0,1,no,2,1,2,High,reliability,8
10010954,11.0,1,no,2,1,2,High,services,8
10010955,17.0,1,no,2,1,2,High,features,9
10010956,41.0,4,no,2,1,2,High,speed,9
10010957,11.0,2,no,2,1,2,High,speed,6
10010958,7.0,3,no,2,1,2,High,other,9
10010959,8.0,3,no,2,1,2,High,price,10
10010960,11.0,3,yes,2,1,2,High,price,8
10010961,4.0,1,no,2,1,2,High,navigation,6
10010962,0.0,1,no,2,1,3,High,reliability,9
10010963,15.0,1,no,2,1,2,High,support,10
10010964,10.0,2,no,2,1,1,High,services,10
10010965,9.0,2,no,2,1,3,High,navigation,9
10010966,0.0,1,no,2,1,3,High,features,6
10010967,24.0,1,no,2,1,2,High,price,10
10010968,2.0,1,no,2,1,1,High,security,7
10010969,10.0,4,yes,2,1,1,High,speed,10
10010970,14.0,2,yes,2,1,1,High,design,6
10010971,4.0,3,no,1,1,2,High,security,6
10010972,5.0,4,no,2,1,2,High,features,9
10010973,10.0,1,no,2,1,2,High,security,6
10010974,16.0,4,no,2,1,1,High,design,8
10010975,25.0,1,yes,2,1,2,High,reliability,6
10010976,3.0,2,no,2,1,2,High,features,10
10010977,6.0,2,yes,2,1,2,High,design,6
10010978,14.0,3,no,2,1,2,High,security,6
10010979,12.0,2,yes,1,1,2,High,speed,7
10010980,11.0,3,yes,2,1,3,High,price,7
10010981,4.0,3,yes,2,1,2,High,price,6
10010982,28.0,1,no,2,1,2,High,price,6
10010983,9.0,1,yes,2,1,2,High,security,6
10010984,4.0,1,yes,2,1,2,High,features,7
10010985,4.0,4,yes,2,1,1,High,support,10
10010986,4.0,2,no,2,1,2,High,services,6
10010987,8.0,1,no,2,1,2,High,features,6
10010988,26.0,2,yes,2,1,3,High,speed,9
10010989,6.0,1,no,2,1,2,High,price,6
10010990,0.0,1,no,2,1,3,High,navigation,10
10010991,17.0,2,no,2,1,2,High,security,10
10010992,2.0,1,no,2,1,2,High,reliability,9
10010993,16.0,1,no,2,1,2,High,features,8
10010994,14.0,1,no,2,1,2,High,design,7
10010995,13.0,2,no,1,1,2,High,design,8
10010996,20.0,1,no,2,1,2,High,support,10
10010997,22.0,3,no,1,1,2,High,design,10
10010998,28.0,1,no,2,1,2,High,services,7
10010999,18.0,3,no,1,1,2,High,price,9
10011000,19.0,2,no,2,1,1,High,support,9
10011001,28.0,1,no,2,1,2,High,speed,9
10011002,22.0,2,no,2,1,2,High,features,7
10011003,10.0,1,yes,2,1,3,High,price,10
10011004,6.0,2,yes,2,1,3,High,speed,7
10011005,15.0,2,no,2,1,2,High,speed,10
10011006,29.0,2,yes,2,1,2,High,support,8
10011007,9.0,3,no,2,1,2,High,navigation,10
10011008,27.0,1,no,2,1,2,High,services,6
10011009,15.0,1,no,2,1,2,High,reliability,9
10011010,2.0,1,yes,2,1,2,High,price,9
10011011,22.0,1,yes,1,1,2,High,security,7
10011012,5.0,1,no,1,1,3,High,price,8
10011013,2.0,3,yes,2,1,2,High,security,8
10011014,11.0,2,no,2,1,2,High,speed,9
10011015,23.0,3,no,1,1,1,High,price,7
10011016,25.0,1,no,2,1,2,High,services,8
10011017,0.0,1,no,2,1,3,High,services,7
10011018,16.0,1,no,1,1,2,High,features,10
10011019,3.0,1,yes,2,1,3,High,features,9
10011020,6.0,1,no,2,1,2,High,services,8
10011021,7.0,1,no,2,1,2,High,reliability,9
10011022,2.0,3,no,2,1,2,High,price,10
10011023,14.0,1,no,2,1,3,High,speed,8
10011024,17.0,1,no,2,1,2,High,reliability,7
10011025,17.0,3,yes,2,1,2,High,price,9
10011026,0.0,1,yes,2,1,1,High,reliability,7
10011027,0.0,4,yes,2,1,2,High,security,9
10011028,6.0,3,no,2,1,2,High,price,6
10011029,7.0,4,no,2,1,2,High,speed,7
10011030,21.0,3,yes,2,1,1,High,navigation,8
10011031,5.0,1,no,2,1,3,High,design,7
10011032,26.0,1,yes,2,1,1,High,reliability,10
10011033,10.0,3,no,2,1,2,High,navigation,10
10011034,22.0,3,no,2,1,2,High,price,6
10011035,25.0,3,yes,2,1,1,High,price,9
10011036,14.0,3,yes,2,1,2,High,price,8
10011037,24.0,3,yes,2,1,2,High,navigation,7
10011038,8.0,3,yes,2,1,2,High,price,6
10011039,19.0,1,yes,2,1,3,High,price,8
10011040,3.0,4,no,2,1,2,High,navigation,10
10011041,13.0,2,no,2,1,2,High,support,7
10011042,10.0,2,yes,2,1,2,High,speed,6
10011043,29.0,1,yes,2,1,2,High,reliability,7
10011044,23.0,3,yes,2,1,2,High,price,9
10011045,20.0,1,yes,2,1,3,High,navigation,7
10011046,27.0,1,no,1,1,2,High,services,9
10011047,6.0,3,no,2,1,2,High,price,6
10011048,17.0,4,no,2,1,3,High,reliability,6
10011049,17.0,1,no,1,1,2,High,security,8
10011050,10.0,1,no,2,1,3,High,reliability,6
10011051,16.0,4,no,2,1,1,High,price,6
10011052,4.0,1,no,2,1,2,High,speed,9
10011053,14.0,2,yes,2,1,1,High,speed,8
10011054,12.0,1,no,2,1,2,High,reliability,7
10011055,20.0,3,yes,2,1,2,High,support,7
10011056,11.0,1,no,2,1,3,High,security,8
10011057,1.0,1,yes,1,1,2,High,price,10
10011058,16.0,3,yes,2,1,2,High,price,6
10011059,29.0,4,no,2,1,1,High,security,6
10011060,11.0,3,no,2,1,3,High,price,7
10011061,21.0,4,no,2,1,2,High,reliability,7
10011062,13.0,3,no,2,1,3,High,price,9
10011063,13.0,1,no,2,1,2,High,navigation,10
10011064,6.0,4,no,2,1,2,High,features,6
10011065,6.0,3,no,2,1,2,High,price,10
10011066,20.0,1,no,1,1,3,High,price,7
10011067,14.0,1,no,1,1,2,High,services,6
10011068,23.0,3,no,2,1,2,High,price,7
10011069,3.0,3,no,2,1,1,High,navigation,7
10011070,13.0,3,no,2,1,2,High,other,10
10011071,23.0,1,no,2,1,2,High,reliability,10
10011072,27.0,1,no,2,1,2,High,security,7
10011073,14.0,3,no,1,1,2,High,price,7
10011074,7.0,3,no,2,1,2,High,design,7
10011075,22.0,4,yes,2,1,2,High,features,10
10011076,18.0,1,no,2,1,2,High,navigation,7
10011077,13.0,3,no,2,1,2,High,design,7
10011078,17.0,1,no,1,1,2,High,price,8
10011079,23.0,3,no,2,1,2,High,design,9
10011080,16.0,4,yes,2,1,2,High,price,10
10011081,23.0,3,no,2,1,2,High,navigation,10
10011082,28.0,2,yes,1,1,2,High,other,6
10011083,24.0,1,no,2,1,2,High,services,7
10011084,2.0,2,yes,1,1,2,High,features,9
10011085,3.0,2,no,2,1,2,High,speed,9
10011086,2.0,1,yes,1,1,2,High,services,10
10011087,15.0,1,no,2,1,3,High,price,7
10011088,16.0,2,no,2,1,2,High,support,8
10011089,31.0,1,yes,2,1,2,High,features,8
10011090,15.0,3,no,2,1,2,High,price,7
10011091,23.0,1,yes,1,1,2,High,price,8
10011092,0.0,4,no,2,1,1,High,reliability,8
10011093,9.0,2,no,2,1,2,High,speed,8
10011094,30.0,1,yes,1,1,1,High,features,6
10011095,11.0,1,no,2,1,3,High,features,9
10011096,22.0,2,no,2,1,2,High,design,7
10011097,10.0,1,no,1,1,2,High,design,8
10011098,1.0,2,no,2,1,2,High,speed,6
10011099,6.0,1,no,1,1,2,High,reliability,10
10011100,22.0,1,no,2,1,2,High,reliability,8
10011101,47.0,1,yes,2,1,1,High,reliability,10
10011102,14.0,1,no,2,1,2,High,features,8
10011103,14.0,2,no,2,1,2,High,navigation,9
10011104,0.0,3,yes,2,1,2,High,price,7
10011105,9.0,3,no,1,1,2,High,services,6
10011106,13.0,4,no,2,1,2,High,governance,7
10011107,27.0,3,no,2,1,2,High,price,6
10011108,16.0,3,no,2,1,2,High,price,7
10011109,21.0,3,no,2,1,2,High,security,6
10011110,3.0,1,no,2,1,1,High,price,9
10011111,26.0,3,yes,2,1,2,High,security,7
10011112,12.0,1,no,2,1,1,High,features,9
10011113,6.0,1,yes,2,1,1,High,features,6
10011114,9.0,1,yes,2,1,2,High,price,9
10011115,58.0,4,no,2,1,2,High,governance,9
10011116,8.0,4,no,2,1,2,High,speed,10
10011117,24.0,1,yes,1,1,2,High,security,10
10011118,15.0,1,no,1,1,1,High,reliability,8
10011119,3.0,3,no,2,1,2,High,other,9
10011120,1.0,2,no,2,1,2,High,design,10
10011121,24.0,1,no,2,1,2,High,reliability,8
10011122,5.0,4,no,2,1,1,High,governance,8
10011123,24.0,3,no,1,1,2,High,price,8
10011124,13.0,1,no,2,1,2,High,reliability,10
10011125,9.0,1,no,2,1,2,High,security,7
10011126,8.0,3,no,2,1,2,High,other,7
10011127,10.0,3,no,2,1,2,High,price,10
10011128,20.0,1,no,2,1,2,High,reliability,10
10011129,28.0,4,yes,2,1,2,High,speed,10
10011130,18.0,1,no,2,1,2,High,features,7
10011131,19.0,1,no,2,1,3,High,reliability,9
10011132,3.0,1,yes,2,1,2,High,features,9
10011133,1.0,1,no,2,1,3,High,price,8
10011134,26.0,3,no,2,1,2,High,governance,8
10011135,1.0,1,no,2,1,2,High,features,9
10011136,20.0,3,no,2,1,3,High,price,10
10011137,25.0,2,no,2,1,2,High,speed,9
10011138,16.0,1,no,2,1,1,High,price,10
10011139,29.0,1,no,2,1,2,High,other,10
10011140,27.0,3,no,2,1,3,High,other,9
10011141,24.0,1,yes,2,1,2,High,services,7
10011142,3.0,1,no,2,1,2,High,reliability,6
10011143,19.0,2,no,2,1,1,High,support,9
10011144,6.0,3,no,1,1,3,High,services,6
10011145,0.0,1,no,1,1,3,High,reliability,6
10011146,18.0,1,yes,2,1,2,High,reliability,10
10011147,24.0,3,yes,2,1,2,High,price,9
10011148,16.0,1,no,1,1,2,High,navigation,8
10011149,13.0,3,no,2,1,2,High,other,9
10011150,6.0,2,no,2,1,1,High,price,9
10011151,10.0,1,no,2,1,2,High,security,8
10011152,2.0,4,yes,2,1,2,High,price,7
10011153,25.0,1,yes,2,1,3,High,services,7
10011154,2.0,2,yes,2,1,2,High,speed,10
10011155,10.0,1,no,1,1,1,High,price,10
10011156,14.0,3,no,1,1,2,High,features,6
10011157,25.0,1,yes,2,1,2,High,services,6
10011158,25.0,2,no,2,1,2,High,governance,8
10011159,27.0,3,no,2,1,2,High,support,6
10011160,21.0,1,yes,2,1,2,High,services,8
10011161,1.0,1,yes,2,1,1,High,features,10
10011162,16.0,3,yes,2,1,2,High,price,6
10011163,43.0,1,yes,2,1,1,High,usability,7
10011164,20.0,1,yes,2,1,3,High,support,8
10011165,7.0,1,yes,2,1,3,High,speed,10
10011166,13.0,3,yes,2,1,1,High,price,10
10011167,16.0,3,yes,2,1,2,High,price,8
10011168,16.0,1,yes,1,1,2,High,price,9
10011169,25.0,3,no,2,1,3,High,security,9
10011170,27.0,1,yes,2,1,2,High,features,10
10011171,9.0,1,no,2,1,2,High,services,10
10011172,10.0,1,no,2,1,2,High,design,6
10011173,23.0,1,no,1,1,2,High,speed,7
10011174,2.0,1,no,2,1,1,High,services,10
10011175,29.0,2,yes,2,1,1,High,features,8
10011176,1.0,1,yes,2,1,1,High,reliability,9
10011177,27.0,1,no,2,1,2,High,design,6
10011178,2.0,1,no,2,1,2,High,price,8
10011179,5.0,2,no,2,1,1,High,speed,7
10011180,19.0,3,yes,2,1,2,High,price,10
10011181,18.0,1,no,2,1,2,High,features,8
10011182,21.0,1,no,2,1,2,High,reliability,6
10011183,6.0,2,yes,2,1,2,High,speed,8
10011184,11.0,2,yes,1,1,2,High,design,10
10011185,16.0,1,yes,2,1,1,High,features,8
10011186,35.0,1,yes,2,1,2,High,price,7
10011187,26.0,1,yes,1,1,2,High,price,8
10011188,21.0,1,no,2,1,2,High,navigation,9
10011189,15.0,1,no,2,1,1,High,reliability,8
10011190,20.0,1,yes,2,1,1,High,reliability,6
10011191,36.0,1,yes,2,1,2,High,reliability,8
10011192,17.0,3,yes,2,1,2,High,other,8
10011193,60.0,2,no,2,1,2,High,governance,7
10011194,10.0,1,yes,2,1,2,High,design,10
10011195,28.0,3,no,2,1,2,High,support,10
10011196,0.0,3,yes,2,1,2,High,price,6
10011197,3.0,1,no,1,1,2,High,other,9
10011198,4.0,4,no,2,1,1,High,reliability,8
10011199,2.0,1,yes,2,1,1,High,reliability,9
10011200,3.0,3,no,2,1,1,High,features,9
10011201,23.0,1,yes,2,1,3,High,speed,10
10011202,4.0,1,no,2,1,3,High,navigation,10
10011203,10.0,1,no,2,1,2,High,governance,10
10011204,24.0,3,yes,2,1,2,High,price,9
10011205,1.0,3,no,2,1,2,High,features,10
10011206,17.0,3,no,2,1,2,High,price,8
10011207,2.0,1,yes,2,1,3,High,price,8
10011208,11.0,1,yes,2,1,1,High,features,6
10011209,26.0,1,no,2,1,1,High,other,7
10011210,16.0,1,no,2,1,2,High,security,10
10011211,6.0,2,no,2,1,3,High,speed,8
10011212,23.0,2,no,2,1,2,High,design,8
10011213,27.0,3,yes,2,1,2,High,price,7
10011214,12.0,4,no,2,1,2,High,design,8
10011215,27.0,3,no,2,1,2,High,other,10
10011216,21.0,1,no,2,1,3,High,features,10
10011217,1.0,1,no,2,1,2,High,reliability,7
10011218,8.0,1,yes,2,1,2,High,price,9
10011219,4.0,1,no,2,1,2,High,price,10
10011220,3.0,2,yes,2,1,2,High,design,9
10011221,24.0,4,no,1,1,2,High,price,7
10011222,9.0,2,no,2,1,2,High,design,7
10011223,18.0,2,no,2,1,2,High,features,6
10011224,0.0,1,no,2,1,2,High,navigation,7
10011225,0.0,1,no,2,1,3,High,security,7
10011226,20.0,1,no,2,1,3,High,navigation,10
10011227,22.0,2,no,2,1,2,High,usability,9
10011228,11.0,3,no,2,1,1,High,navigation,10
10011229,22.0,4,no,2,1,3,High,features,10
10011230,13.0,2,no,2,1,3,High,speed,6
10011231,25.0,2,no,2,1,1,High,features,8
10011232,17.0,2,no,2,1,2,High,speed,7
10011233,27.0,3,yes,2,1,2,High,price,9
10011234,13.0,3,no,2,1,2,High,security,7
10011235,14.0,1,no,2,1,1,High,price,6
10011236,13.0,3,no,2,1,2,High,other,9
10011237,25.0,4,no,2,1,3,High,reliability,7
10011238,17.0,1,no,2,1,2,High,speed,7
10011239,22.0,1,yes,2,1,2,High,price,10
10011240,0.0,3,no,2,1,3,High,price,9
10011241,13.0,4,no,2,1,2,High,governance,6
10011242,15.0,1,no,2,1,1,High,reliability,7
10011243,10.0,3,yes,2,1,2,High,price,8
10011244,12.0,3,no,2,1,3,High,navigation,10
10011245,7.0,3,no,2,1,2,High,price,6
10011246,19.0,3,no,2,1,2,High,other,7
10011247,52.0,2,no,2,1,2,High,security,6
10011248,21.0,3,yes,2,1,2,High,price,9
10011249,11.0,3,no,2,1,2,High,price,7
10011250,12.0,3,no,2,1,2,High,price,7
10011251,13.0,2,no,2,1,2,High,features,10
10011252,5.0,1,no,2,1,2,High,features,8
10011253,2.0,2,yes,1,1,2,High,speed,10
10011254,1.0,1,no,2,1,2,High,speed,10
10011255,18.0,1,no,1,1,2,High,reliability,10
10011256,4.0,3,no,1,1,2,High,security,10
10011257,4.0,2,no,2,1,1,High,speed,10
10011258,25.0,1,yes,2,1,2,High,services,6
10011259,12.0,2,yes,1,1,2,High,design,7
10011260,13.0,2,no,1,1,2,High,speed,10
10011261,22.0,2,yes,1,1,2,High,design,7
10011262,14.0,1,yes,1,1,1,High,support,8
10011263,2.0,2,no,1,1,2,High,speed,8
10011264,19.0,1,yes,1,1,2,High,price,6
10011265,8.0,3,no,2,1,2,High,features,9
10011266,25.0,1,no,2,1,2,High,support,10
10011267,19.0,1,no,2,1,3,High,support,6
10011268,22.0,1,no,2,1,2,High,design,10
10011269,22.0,1,yes,2,1,2,High,price,10
10011270,14.0,3,no,2,1,2,High,other,10
10011271,29.0,3,yes,2,1,2,High,price,6
10011272,58.0,2,no,2,1,3,High,other,6
10011273,19.0,1,yes,2,1,2,High,speed,8
10011274,22.0,1,no,2,1,1,High,price,6
10011275,15.0,1,yes,2,1,1,High,features,7
10011276,29.0,1,yes,1,1,2,High,price,10
10011277,0.0,3,no,1,1,2,High,price,9
10011278,27.0,1,no,2,1,2,High,design,6
10011279,24.0,3,no,2,1,3,High,design,9
10011280,4.0,3,yes,2,1,2,High,price,6
10011281,5.0,1,no,2,1,2,High,security,9
10011282,15.0,1,no,2,1,2,High,features,8
10011283,1.0,1,yes,1,1,2,High,features,6
10011284,8.0,1,no,2,1,2,High,features,10
10011285,28.0,1,yes,2,1,2,High,navigation,7
10011286,11.0,1,yes,1,1,2,High,features,7
10011287,23.0,3,no,2,1,2,High,price,7
10011288,26.0,2,no,2,1,3,High,features,10
10011289,26.0,1,no,2,1,1,High,support,6
10011290,0.0,3,no,2,1,1,High,price,6
10011291,17.0,1,yes,2,1,2,High,features,9
10011292,22.0,4,no,2,1,1,High,features,10
10011293,29.0,3,no,2,1,3,High,other,7
10011294,9.0,4,no,2,1,2,High,speed,9
10011295,10.0,2,no,2,1,3,High,features,9
10011296,2.0,2,yes,2,1,2,High,navigation,6
10011297,12.0,1,yes,2,1,2,High,price,10
10011298,13.0,2,no,2,1,2,High,navigation,9
10011299,28.0,3,no,2,1,3,High,other,9
10011300,1.0,1,no,2,1,1,High,security,6
10011301,11.0,4,no,1,1,2,High,price,6
10011302,20.0,3,yes,2,1,2,High,price,9
10011303,2.0,3,yes,2,1,2,High,price,7
10011304,16.0,1,no,2,1,2,High,features,6
10011305,29.0,3,no,2,1,2,High,other,10
10011306,3.0,2,no,2,1,3,High,design,10
10011307,17.0,1,yes,1,1,2,High,services,10
10011308,19.0,3,no,2,1,3,High,other,10
10011309,22.0,1,yes,2,1,2,High,navigation,8
10011310,14.0,3,yes,2,1,2,High,price,10
10011311,14.0,2,yes,1,1,3,High,design,7
10011312,3.0,1,yes,2,1,2,High,features,7
10011313,27.0,4,no,2,1,2,High,speed,9
10011314,26.0,1,yes,2,1,2,High,speed,6
10011315,2.0,4,no,2,1,2,High,governance,10
10011316,0.0,2,no,2,1,2,High,speed,9
10011317,3.0,3,no,2,1,1,High,speed,7
10011318,1.0,1,no,1,1,2,High,reliability,7
10011319,29.0,1,no,1,1,2,High,price,10
10011320,12.0,4,no,2,1,1,High,governance,6
10011321,8.0,1,no,2,1,2,High,services,9
10011322,27.0,2,no,2,1,3,High,speed,9
10011323,9.0,3,no,2,1,2,High,support,9
10011324,28.0,4,no,2,1,2,High,speed,8
10011325,23.0,1,no,2,1,2,High,support,6
10011326,5.0,2,no,1,1,3,High,features,10
10011327,19.0,2,no,2,1,2,High,support,7
10011328,5.0,1,no,2,1,1,High,services,9
10011329,5.0,4,yes,1,1,2,High,reliability,8
10011330,1.0,1,no,2,1,2,High,navigation,9
10011331,20.0,1,no,2,1,2,High,reliability,6
10011332,11.0,1,yes,2,1,1,High,support,10
10011333,5.0,4,no,2,1,3,High,price,7
10011334,23.0,1,no,2,1,2,High,security,6
10011335,6.0,3,no,1,1,2,High,price,6
10011336,24.0,1,yes,2,1,2,High,navigation,6
10011337,0.0,1,no,2,1,2,High,features,6
10011338,25.0,1,yes,2,1,2,High,services,9
10011339,8.0,1,yes,2,1,2,High,services,7
10011340,10.0,3,no,2,1,1,High,price,6
10011341,13.0,1,no,2,1,2,High,features,6
10011342,3.0,3,no,2,1,2,High,support,9
10011343,28.0,1,no,1,1,3,High,support,8
10011344,3.0,1,no,2,1,2,High,navigation,9
10011345,8.0,2,no,2,1,2,High,reliability,9
10011346,24.0,1,yes,2,1,3,High,reliability,7
10011347,23.0,1,yes,2,1,3,High,price,10
10011348,26.0,2,yes,2,1,1,High,services,7
10011349,27.0,3,no,2,1,3,High,price,10
10011350,23.0,1,no,2,1,2,High,reliability,9
10011351,5.0,1,yes,2,1,2,High,design,6
10011352,27.0,3,no,2,1,2,High,price,8
10011353,15.0,2,yes,2,1,2,High,speed,10
10011354,15.0,1,no,2,1,2,High,security,7
10011355,4.0,1,no,2,1,2,High,price,10
10011356,27.0,1,no,2,1,2,High,price,8
10011357,4.0,3,yes,2,1,2,High,price,9
10011358,12.0,1,no,2,1,3,High,services,6
10011359,5.0,1,no,2,1,3,High,services,9
10011360,20.0,2,no,2,1,2,High,speed,6
10011361,15.0,3,no,2,1,1,High,price,7
10011362,8.0,1,no,2,1,2,High,price,7
10011363,4.0,1,no,2,1,2,High,security,6
10011364,9.0,1,no,2,1,3,High,services,6
10011365,27.0,3,no,2,1,2,High,security,10
10011366,21.0,1,no,2,1,2,High,speed,8
10011367,23.0,2,no,2,1,2,High,speed,9
10011368,3.0,1,yes,2,1,2,High,speed,6
10011369,11.0,2,no,2,1,2,High,features,8
10011370,15.0,3,no,2,1,2,High,support,6
10011371,6.0,2,no,2,1,1,High,support,7
10011372,26.0,3,no,1,1,2,High,price,10
10011373,25.0,2,no,1,1,2,High,features,9
10011374,25.0,1,no,2,1,2,High,speed,8
10011375,6.0,4,yes,2,1,2,High,price,8
10011376,26.0,3,yes,2,1,2,High,other,8
10011377,25.0,4,no,2,1,2,High,governance,8
10011378,5.0,1,yes,2,1,2,High,reliability,9
10011379,6.0,2,yes,2,1,2,High,speed,9
10011380,41.0,1,no,2,1,2,High,features,7
10011381,46.0,1,yes,2,1,2,High,price,7
10011382,17.0,1,yes,2,1,2,High,price,6
10011383,21.0,1,no,1,1,2,High,speed,7
10011384,28.0,1,no,1,1,2,High,support,9
10011385,26.0,1,yes,2,1,2,High,features,10
10011386,15.0,1,yes,2,1,2,High,services,8
10011387,23.0,2,yes,2,1,3,High,speed,6
